date,event_time,year,month,equipment_category,equipment_id,fuel_liter,status_text,source_sheet,source_file,source_row,source_event_key,data_status,issue_code
2026-08-23,08:42:50,2026,8,HEAD_TRUCK,138,64.5,online,N/A,ujb_dashboard_scrape,134,7e8c45ef0218e603fb341e54522dc0fc216d9286,VALID,
2026-08-23,08:42:03,2026,8,HEAD_TRUCK,181,80.51,online,N/A,ujb_dashboard_scrape,135,01195177b7c0b434db2e2f48b9e82e11b3f09721,VALID,
2026-08-23,08:37:37,2026,8,HEAD_TRUCK,184,29.86,online,N/A,ujb_dashboard_scrape,136,78fcc31cd59492ad0fba5ba6dc89d180204d00da,VALID,
2026-08-23,08:37:18,2026,8,HEAD_TRUCK,152,92.31,online,N/A,ujb_dashboard_scrape,137,0d48fc8fb72059c25c9646854c35d168050fe35c,VALID,
2026-08-23,08:29:19,2026,8,HEAD_TRUCK,210,91.76,online,N/A,ujb_dashboard_scrape,138,f325fa768f693aa8eee4b4f2f3d94683f9e1a38d,VALID,
2026-08-23,08:28:03,2026,8,KEND_OPS,RANGGA 13,40.0,online,N/A,ujb_dashboard_scrape,139,eb31d145f8c1b7643f2794305bafa9553cf699d0,VALID,
2026-08-23,08:25:41,2026,8,HEAD_TRUCK,182,67.22,online,N/A,ujb_dashboard_scrape,140,36e05493333bffe07ad72ee4bd5e5adce524bf94,VALID,
2026-08-23,08:23:22,2026,8,HEAD_TRUCK,202,68.68,online,N/A,ujb_dashboard_scrape,141,cf9d0c6dc2750ba07a082c9195a05db3a5cc2182,VALID,
2026-08-23,08:21:00,2026,8,HEAD_TRUCK,177,64.74,online,N/A,ujb_dashboard_scrape,142,0aa0a83f0e766f756899270fb0992ff6bb50f36a,VALID,
2026-08-23,08:20:42,2026,8,HEAD_TRUCK,148,76.06,online,N/A,ujb_dashboard_scrape,143,f2cd7853b7ca9413bb9f0ab3e761401779d2bb90,VALID,
2026-08-23,08:18:01,2026,8,BUS,02,42.98,online,N/A,ujb_dashboard_scrape,144,0a4aaccc8c7fc79dc14493b2cb4c3e15117142d1,VALID,
2026-08-23,08:14:51,2026,8,BUS,01,50.96,online,N/A,ujb_dashboard_scrape,145,f24839e7600eb7188e9a5f9c487a6d5026a70493,VALID,
2026-08-23,08:13:20,2026,8,HEAD_TRUCK,178,83.78,online,N/A,ujb_dashboard_scrape,146,3aae5acd83e26b79e65edaf7be86ac6435e911c4,VALID,
2026-08-23,08:10:02,2026,8,HEAD_TRUCK,193,86.47,online,N/A,ujb_dashboard_scrape,147,0150887412c42ff907322d9b4683b661936eaedf,VALID,
2026-08-23,08:09:07,2026,8,HEAD_TRUCK,169,185.09,online,N/A,ujb_dashboard_scrape,148,4e960d574d216376556176811a1e941df77ae82d,VALID,
2026-08-23,08:05:20,2026,8,HEAD_TRUCK,128,83.19,online,N/A,ujb_dashboard_scrape,149,17970176a7c1fcdf6efed4f9f5972f89d3e547d5,VALID,
2026-08-22,14:25:39,2026,8,KEND_OPS,RANGGA 03,37.57,online,N/A,ujb_dashboard_scrape,150,2599d48427200f98d9cfd6659035881da9541f7f,VALID,
2026-08-22,14:09:26,2026,8,HEAD_TRUCK,188,82.35,online,N/A,ujb_dashboard_scrape,151,0a7fee87183f6f1ccdf3bcfac30f1125a81357c9,VALID,
2026-08-22,13:51:33,2026,8,HEAD_TRUCK,157,20.86,online,N/A,ujb_dashboard_scrape,152,2ea171092cb6023cfc7ddb6ae8091418d0771eed,VALID,
2026-08-22,13:50:03,2026,8,FORKLIFT,26,30.9,online,N/A,ujb_dashboard_scrape,153,507d57fb171f032c7c4f650780455960729ce9c7,VALID,
2026-08-22,13:48:18,2026,8,HEAD_TRUCK,142,37.18,online,N/A,ujb_dashboard_scrape,154,d97fbc1f39c0c143b6f44050976cd1a8c4563e5a,VALID,
2026-08-22,13:45:54,2026,8,HEAD_TRUCK,198,25.77,online,N/A,ujb_dashboard_scrape,155,626c833653a888d584ad316fd629ffd15b27809b,VALID,
