date,year,month,equipment_category,equipment_id,fuel_liter,status_text,source_sheet,source_file,source_row,data_status,issue_code
2026-08-22,2026,8,HEAD_TRUCK,205,32.88,online,N/A,ujb_dashboard_scrape,159,VALID,
2026-08-22,2026,8,HEAD_TRUCK,143,38.72,online,N/A,ujb_dashboard_scrape,160,VALID,
2026-08-22,2026,8,AD,8137 OH,40.0,online,N/A,ujb_dashboard_scrape,161,VALID,
2026-08-22,2026,8,HEAD_TRUCK,215,41.97,online,N/A,ujb_dashboard_scrape,162,VALID,
2026-08-22,2026,8,HEAD_TRUCK,145,44.0,online,N/A,ujb_dashboard_scrape,163,VALID,
2026-08-22,2026,8,HEAD_TRUCK,156,30.96,online,N/A,ujb_dashboard_scrape,164,VALID,
2026-08-22,2026,8,KEND_OPS,RANGGA 15,17.24,online,N/A,ujb_dashboard_scrape,165,VALID,
2026-08-22,2026,8,KEND_OPS,RANGGA 16,27.71,online,N/A,ujb_dashboard_scrape,166,VALID,
2026-08-22,2026,8,HEAD_TRUCK,190,22.09,online,N/A,ujb_dashboard_scrape,167,VALID,
2026-08-22,2026,8,HEAD_TRUCK,184,7.0,online,N/A,ujb_dashboard_scrape,168,VALID,
2026-08-22,2026,8,HEAD_TRUCK,152,17.92,online,N/A,ujb_dashboard_scrape,169,VALID,
2026-08-22,2026,8,HEAD_TRUCK,196,31.9,online,N/A,ujb_dashboard_scrape,170,VALID,
2026-08-22,2026,8,ENGINEERING,ENGINEERING,21.6,online,N/A,ujb_dashboard_scrape,171,VALID,
2026-08-22,2026,8,HEAD_TRUCK,150,22.15,online,N/A,ujb_dashboard_scrape,172,VALID,
2026-08-22,2026,8,HEAD_TRUCK,154,16.05,online,N/A,ujb_dashboard_scrape,173,VALID,
2026-08-22,2026,8,HEAD_TRUCK,191,13.27,online,N/A,ujb_dashboard_scrape,174,VALID,
2026-08-22,2026,8,HEAD_TRUCK,155,21.3,online,N/A,ujb_dashboard_scrape,175,VALID,
2026-08-22,2026,8,HEAD_TRUCK,137,30.75,online,N/A,ujb_dashboard_scrape,176,VALID,
2026-08-22,2026,8,HEAD_TRUCK,164,19.9,online,N/A,ujb_dashboard_scrape,177,VALID,
2026-08-22,2026,8,HEAD_TRUCK,175,6.62,online,N/A,ujb_dashboard_scrape,178,VALID,
2026-08-22,2026,8,HEAD_TRUCK,163,67.59,online,N/A,ujb_dashboard_scrape,179,VALID,
2026-08-22,2026,8,BUS,03,57.28,online,N/A,ujb_dashboard_scrape,180,VALID,
2026-08-22,2026,8,HEAD_TRUCK,139,35.43,online,N/A,ujb_dashboard_scrape,181,VALID,
2026-08-22,2026,8,HEAD_TRUCK,185,21.97,online,N/A,ujb_dashboard_scrape,182,VALID,
2026-08-22,2026,8,BUS,02,38.4,online,N/A,ujb_dashboard_scrape,183,VALID,
2026-08-22,2026,8,HEAD_TRUCK,165,14.09,online,N/A,ujb_dashboard_scrape,184,VALID,
2026-08-22,2026,8,HEAD_TRUCK,171,78.26,online,N/A,ujb_dashboard_scrape,185,VALID,
2026-08-22,2026,8,HEAD_TRUCK,170,27.82,online,N/A,ujb_dashboard_scrape,186,VALID,
2026-08-22,2026,8,HEAD_TRUCK,151,10.5,online,N/A,ujb_dashboard_scrape,187,VALID,
2026-08-22,2026,8,HEAD_TRUCK,178,18.2,online,N/A,ujb_dashboard_scrape,188,VALID,
2026-08-22,2026,8,HEAD_TRUCK,144,19.9,online,N/A,ujb_dashboard_scrape,189,VALID,
2026-08-22,2026,8,HEAD_TRUCK,159,28.79,online,N/A,ujb_dashboard_scrape,190,VALID,
2026-08-22,2026,8,HEAD_TRUCK,174,23.71,online,N/A,ujb_dashboard_scrape,191,VALID,
2026-08-22,2026,8,HEAD_TRUCK,95,25.8,online,N/A,ujb_dashboard_scrape,192,VALID,
2026-08-22,2026,8,HEAD_TRUCK,197,20.44,online,N/A,ujb_dashboard_scrape,193,VALID,
2026-08-22,2026,8,HEAD_TRUCK,135,18.55,online,N/A,ujb_dashboard_scrape,194,VALID,
2026-08-22,2026,8,HEAD_TRUCK,182,8.68,online,N/A,ujb_dashboard_scrape,195,VALID,
2026-08-22,2026,8,HEAD_TRUCK,136,40.66,online,N/A,ujb_dashboard_scrape,196,VALID,
2026-08-22,2026,8,ELF,03,30.0,online,N/A,ujb_dashboard_scrape,197,VALID,
2026-08-22,2026,8,HEAD_TRUCK,206,43.67,online,N/A,ujb_dashboard_scrape,198,VALID,
2026-08-22,2026,8,HEAD_TRUCK,210,64.43,online,N/A,ujb_dashboard_scrape,199,VALID,
2026-08-22,2026,8,HEAD_TRUCK,216,18.79,online,N/A,ujb_dashboard_scrape,200,VALID,
2026-08-22,2026,8,HEAD_TRUCK,167,24.47,online,N/A,ujb_dashboard_scrape,201,VALID,
2026-08-22,2026,8,HEAD_TRUCK,131,40.07,online,N/A,ujb_dashboard_scrape,202,VALID,
2026-08-22,2026,8,ELF,02,30.0,online,N/A,ujb_dashboard_scrape,203,VALID,
2026-08-22,2026,8,HEAD_TRUCK,133,27.3,online,N/A,ujb_dashboard_scrape,204,VALID,
2026-08-22,2026,8,HEAD_TRUCK,179,6.84,online,N/A,ujb_dashboard_scrape,205,VALID,
2026-08-22,2026,8,HEAD_TRUCK,202,28.22,online,N/A,ujb_dashboard_scrape,206,VALID,
2026-08-22,2026,8,ELF,01,30.0,online,N/A,ujb_dashboard_scrape,207,VALID,
2026-08-22,2026,8,HEAD_TRUCK,204,27.78,online,N/A,ujb_dashboard_scrape,208,VALID,
2026-08-22,2026,8,BUS,01,57.65,online,N/A,ujb_dashboard_scrape,209,VALID,
2026-08-22,2026,8,HEAD_TRUCK,153,47.86,online,N/A,ujb_dashboard_scrape,210,VALID,
2026-08-22,2026,8,HEAD_TRUCK,166,19.59,online,N/A,ujb_dashboard_scrape,211,VALID,
2026-08-22,2026,8,HEAD_TRUCK,214,30.05,online,N/A,ujb_dashboard_scrape,212,VALID,
2026-08-22,2026,8,HEAD_TRUCK,141,8.72,online,N/A,ujb_dashboard_scrape,213,VALID,
