date,equipment_id,equipment_category,fuel_liter,expected_fuel,deviation_liter,deviation_percentage,robust_z_score,isolation_score,anomaly_type,severity,anomaly_reason
2025-04-18,B 7697 TK,BUS,50.33,50.25,0.0799999999999983,0.1592039800994991,0.010716210177030604,0.21728791474294723,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-19,B 7697 TK,BUS,50.27,50.33,-0.05999999999999517,-0.11921319292667429,-0.008034194415267485,0.2061645367236583,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-20,B 7697 TK,BUS,50.08,50.27,-0.19000000000000483,-0.37795902128507025,-0.02545894448180303,0.1961378773312873,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-21,B 7697 TK,BUS,50.04,50.27,-0.23000000000000398,-0.45752934155560765,-0.030826596014866738,0.1900610387988923,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-22,B 7697 TK,BUS,50.41,50.25,0.1599999999999966,0.3184079601989982,0.0214909538909162,0.20336094100644103,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-23,B 7697 TK,BUS,50.37,50.27,0.09999999999999432,0.1989258006763364,0.01342573506802486,0.21461484704961026,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-24,B 7697 TK,BUS,50.26,50.33,-0.07000000000000028,-0.1390820584144651,-0.00939213895240221,0.2247401058140826,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-25,B 7697 TK,BUS,50.37,50.27,0.09999999999999432,0.1989258006763364,0.013422300009586946,0.21350632234487982,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-26,B 7697 TK,BUS,50.12,50.27,-0.15000000000000568,-0.29838870101453285,-0.020131160821657546,0.21429401083892774,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-27,B 7697 TK,BUS,50.0,50.26,-0.259999999999998,-0.5173099880620733,-0.03490889649813335,0.18903243409326065,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-28,B 7697 TK,BUS,50.01,50.26,-0.25,-0.4974134500596896,-0.033573884655776744,0.18758219748499333,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-29,B 7697 TK,BUS,44.68,50.26,-5.579999999999998,-11.102268205332269,-0.7494330557734239,0.09041815378583595,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-04-30,B 7697 TK,BUS,50.22,50.12,0.10000000000000142,0.1995211492418225,0.013653243837288217,0.22533700245186278,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
2025-05-01,B 7697 TK,BUS,49.8,50.12,-0.3200000000000003,-0.6384676775738235,-0.04370933982639659,0.21046787097165137,NORMAL,NORMAL,Konsumsi berada dalam pola normal unit.
